Provinsi;Komoditas;Tahun;Luas Panen;Produksi;KMeans;KMeans Label;Prediksi Luas Panen;Prediksi Produksi
JAMBI;Jagung;2022;1892,18;10477,45;0;Rendah;82008,89837;13512,10445
JAMBI;Jagung;2023;1206,07;7420,62;0;Rendah;80700,66151;11004,50453
JAWA BARAT;Jagung;1993;112988;274181;0;Rendah;119947,7675;419545,9317
JAWA BARAT;Jagung;1994;113486;273919;0;Rendah;118639,5306;421366,0258
JAWA BARAT;Jagung;1995;136280;332179;0;Rendah;117331,2937;504673,7061
JAWA BARAT;Jagung;1996;132538;344242;0;Rendah;116023,0569;490997,4168
JAWA BARAT;Jagung;1997;127994;336014;0;Rendah;114714,82;474389,9719
JAWA BARAT;Jagung;1998;158993;426430;0;Rendah;113406,5831;587685,3471
JAWA BARAT;Jagung;1999;147661;418314;0;Rendah;112098,3463;546269,0694
JAWA BARAT;Jagung;2000;138957;412020;0;Rendah;110790,1094;514457,6256
JAWA BARAT;Jagung;2001;117670;361061;0;Rendah;109481,8725;436657,7401
JAWA BARAT;Jagung;2002;126146;464264;0;Rendah;108173,6357;467635,8877
JAWA BARAT;Jagung;2003;105167;443729;0;Rendah;106865,3988;390961,6829
JAWA BARAT;Jagung;2004;119872;549442;0;Rendah;105557,1619;444705,626
JAWA BARAT;Jagung;2005;117413;587186;0;Rendah;104248,9251;435718,4545
JAWA BARAT;Jagung;2006;115797;573263;0;Rendah;102940,6882;429812,2858
JAWA BARAT;Jagung;2007;113373;577513;0;Rendah;101632,4513;420953,0326
JAWA BARAT;Jagung;2008;118976;639822;0;Rendah;100324,2145;441430,9185
JAWA BARAT;Jagung;2009;136707;787599;0;Rendah;99015,97762;506234,3089
JAWA BARAT;Jagung;2010;153778;923962;2;Sedang;97707,74075;568625,5264
JAWA BARAT;Jagung;2011;147152;945104;2;Sedang;96399,50389;544408,7724
JAWA BARAT;Jagung;2012;148601;1028653;2;Sedang;95091,26702;549704,5884
JAWA BARAT;Jagung;2013;152923;1101998;2;Sedang;93783,03016;565500,666
JAWA BARAT;Jagung;2014;142964;1047077;2;Sedang;92474,79329;529102,4389
JAWA BARAT;Jagung;2015;126828;959933;2;Sedang;91166,55643;470128,4664
JAWA BARAT;Jagung;2020;59430,55;418401,74;0;Rendah;84625,3721;223803,7661
JAWA BARAT;Jagung;2021;68213,91;491527,65;0;Rendah;83317,13524;255905,2554
JAWA BARAT;Jagung;2022;95689,92;727067,64;0;Rendah;82008,89837;356324,7806
JAWA BARAT;Jagung;2023;80001,52;597987,46;0;Rendah;80700,66151;298986,6999
JAWA TENGAH;Jagung;1993;489673;1240472;2;Sedang;119947,7675;1796257,065
JAWA TENGAH;Jagung;1994;492630;1253931;2;Sedang;118639,5306;1807064,33
JAWA TENGAH;Jagung;1995;672077;1707516;2;Sedang;117331,2937;2462908,557
JAWA TENGAH;Jagung;1996;614928;1702890;2;Sedang;116023,0569;2254039,968
JAWA TENGAH;Jagung;1997;461420;1292325;2;Sedang;114714,82;1692997,791
JAWA TENGAH;Jagung;1998;648268;1781846;2;Sedang;113406,5831;2375891,247
JAWA TENGAH;Jagung;1999;543994;1525281;2;Sedang;112098,3463;1994789,859
JAWA TENGAH;Jagung;2000;581893;1713805;2;Sedang;110790,1094;2133303,405
JAWA TENGAH;Jagung;2001;528860;1553920;2;Sedang;109481,8725;1939478,003
JAWA TENGAH;Jagung;2002;495224;1505706;2;Sedang;108173,6357;1816544,901
JAWA TENGAH;Jagung;2003;559973;1926243;2;Sedang;106865,3988;2053190,026
JAWA TENGAH;Jagung;2004;521645;1836233;2;Sedang;105557,1619;1913108,568
JAWA TENGAH;Jagung;2005;596303;2191258;2;Sedang;104248,9251;2185969,18
JAWA TENGAH;Jagung;2006;497928;1856023;2;Sedang;102940,6882;1826427,5
JAWA TENGAH;Jagung;2007;571013;2233992;2;Sedang;101632,4513;2093539,1
JAWA TENGAH;Jagung;2008;639354;2679914;2;Sedang;100324,2145;2343312,294
JAWA TENGAH;Jagung;2009;661706;3057845;1;Tinggi;99015,97762;2425004,55
JAWA TENGAH;Jagung;2010;631816;3058710;2;Sedang;97707,74075;2315762,356
JAWA TENGAH;Jagung;2011;520149;2772575;2;Sedang;96399,50389;1907640,976
JAWA TENGAH;Jagung;2012;553372;3041630;2;Sedang;95091,26702;2029064,643
JAWA TENGAH;Jagung;2013;532061;2930911;2;Sedang;93783,03016;1951177,042
JAWA TENGAH;Jagung;2014;538102;3051516;2;Sedang;92474,79329;1973255,733
JAWA TENGAH;Jagung;2015;542804;3212391;2;Sedang;91166,55643;1990440,638
JAWA TENGAH;Jagung;2020;377065,18;2279146,32;2;Sedang;84625,3721;1384697,169
JAWA TENGAH;Jagung;2021;340315,45;2128959,17;2;Sedang;83317,13524;1250383,983
JAWA TENGAH;Jagung;2022;404493,43;2424371,35;2;Sedang;82008,89837;1484942,14
JAWA TENGAH;Jagung;2023;384545,62;2259593,87;2;Sedang;80700,66151;1412036,736
JAWA TIMUR;Jagung;1993;1012051;2363252;1;Tinggi;119947,7675;3705448,055
JAWA TIMUR;Jagung;1994;1117789;2636015;1;Tinggi;118639,5306;4091900,082
JAWA TIMUR;Jagung;1995;1187136;2820868;1;Tinggi;117331,2937;4345350,012
JAWA TIMUR;Jagung;1996;1269529;3417489;1;Tinggi;116023,0569;4646480,56
JAWA TIMUR;Jagung;1997;1099603;3048041;1;Tinggi;114714,82;4025433,754
JAWA TIMUR;Jagung;1998;1348462;3765141;1;Tinggi;113406,5831;4934965,474
JAWA TIMUR;Jagung;1999;1132407;3150869;1;Tinggi;112098,3463;4145326,057
JAWA TIMUR;Jagung;2000;1170481;3487735;1;Tinggi;110790,1094;4284479,195
JAWA TIMUR;Jagung;2001;1135832;3529968;1;Tinggi;109481,8725;4157843,772
JAWA TIMUR;Jagung;2002;1043285;3692146;1;Tinggi;108173,6357;3819602,31
JAWA TIMUR;Jagung;2003;1169388;4181550;1;Tinggi;106865,3988;4280484,49
JAWA TIMUR;Jagung;2004;1141671;4133762;1;Tinggi;105557,1619;4179184,193
JAWA TIMUR;Jagung;2005;1206177;4398502;1;Tinggi;104248,9251;4414941,2
JAWA TIMUR;Jagung;2006;1099184;4011182;1;Tinggi;102940,6882;4023902,39
JAWA TIMUR;Jagung;2007;1153496;4252182;1;Tinggi;101632,4513;4222402,291
JAWA TIMUR;Jagung;2008;1235933;5053107;1;Tinggi;100324,2145;4523693,65
JAWA TIMUR;Jagung;2009;1295070;5266720;1;Tinggi;99015,97762;4739827,996
JAWA TIMUR;Jagung;2010;1257721;5587318;1;Tinggi;97707,74075;4603324,594
JAWA TIMUR;Jagung;2011;1204063;5443705;1;Tinggi;96399,50389;4407214,937
JAWA TIMUR;Jagung;2012;1232523;6295301;1;Tinggi;95091,26702;4511230,757
JAWA TIMUR;Jagung;2013;1199544;5760959;1;Tinggi;93783,03016;4390698,863
JAWA TIMUR;Jagung;2014;1202300;5737382;1;Tinggi;92474,79329;4400771,512
JAWA TIMUR;Jagung;2015;1213654;6131163;1;Tinggi;91166,55643;4442268,195
JAWA TIMUR;Jagung;2020;722182,15;4134908,41;1;Tinggi;84625,3721;2646033,231
JAWA TIMUR;Jagung;2021;687502,66;3991492,48;1;Tinggi;83317,13524;2519286,374
JAWA TIMUR;Jagung;2022;817449,46;4952602,76;1;Tinggi;82008,89837;2994216,903
JAWA TIMUR;Jagung;2023;755071,41;4429459,28;1;Tinggi;80700,66151;2766237,143
KALIMANTAN BARAT;Jagung;1993;18331;24355;0;Rendah;119947,7675;73592,82576
KALIMANTAN BARAT;Jagung;1994;14947;19080;0;Rendah;118639,5306;61224,95745
KALIMANTAN BARAT;Jagung;1995;20088;25922;0;Rendah;117331,2937;80014,3224
KALIMANTAN BARAT;Jagung;1996;25003;37307;0;Rendah;116023,0569;97977,70087
KALIMANTAN BARAT;Jagung;1997;25440;40984;0;Rendah;114714,82;99574,85171
KALIMANTAN BARAT;Jagung;1998;20257;32614;0;Rendah;113406,5831;80631,98485
KALIMANTAN BARAT;Jagung;1999;23970;37848;0;Rendah;112098,3463;94202,2848
KALIMANTAN BARAT;Jagung;2000;18237;31631;0;Rendah;110790,1094;73249,27386
KALIMANTAN BARAT;Jagung;2001;16337;35500;0;Rendah;109481,8725;66305,13976
KALIMANTAN BARAT;Jagung;2002;20496;46813;0;Rendah;108173,6357;81505,48382
KALIMANTAN BARAT;Jagung;2003;31438;84581;0;Rendah;106865,3988;121496,3866
KALIMANTAN BARAT;Jagung;2004;35747;102555;0;Rendah;105557,1619;137244,9518
KALIMANTAN BARAT;Jagung;2005;37743;127458;0;Rendah;104248,9251;144539,9474
KALIMANTAN BARAT;Jagung;2006;38271;136777;0;Rendah;102940,6882;146469,6857
KALIMANTAN BARAT;Jagung;2007;36295;154118;0;Rendah;101632,4513;139247,7863
KALIMANTAN BARAT;Jagung;2008;42834;181407;0;Rendah;100324,2145;163146,572
KALIMANTAN BARAT;Jagung;2009;41302;166833;0;Rendah;99015,97762;157547,407
KALIMANTAN BARAT;Jagung;2010;45014;168273;0;Rendah;97707,74075;171114,0521
KALIMANTAN BARAT;Jagung;2011;45593;160819;0;Rendah;96399,50389;173230,1856
KALIMANTAN BARAT;Jagung;2012;44642;170123;0;Rendah;95091,26702;169754,4638
KALIMANTAN BARAT;Jagung;2013;42621;159973;0;Rendah;93783,03016;162368,098
KALIMANTAN BARAT;Jagung;2014;36823;135461;0;Rendah;92474,79329;141177,5246
KALIMANTAN BARAT;Jagung;2015;31851;103742;0;Rendah;91166,55643;123005,8221
KALIMANTAN BARAT;Jagung;2020;4721,73;20284,05;0;Rendah;84625,3721;23853,56478
KALIMANTAN BARAT;Jagung;2021;8916,04;44252,44;0;Rendah;83317,13524;39182,96009
KALIMANTAN BARAT;Jagung;2022;16371,14;71717,47;0;Rendah;82008,89837;66429,91489
KALIMANTAN BARAT;Jagung;2023;15624,22;68028,76;0;Rendah;80700,66151;63700,06613
KALIMANTAN SELATAN;Jagung;1993;15137;18690;0;Rendah;119947,7675;61919,37086
KALIMANTAN SELATAN;Jagung;1994;14972;18755;0;Rendah;118639,5306;61316,32764
KALIMANTAN SELATAN;Jagung;1995;13964;17645;0;Rendah;117331,2937;57632,28176
KALIMANTAN SELATAN;Jagung;1996;21598;28372;0;Rendah;116023,0569;85533,0816
